name,gender,rollNumber,cpi,department,preferences
Maya Deshmukh,male,23B0044,8.35,EP,"[94, 26, 95, 18, 18, 72]"
Bhavna Nandan,male,23B0435,9.24,EC,"[70, 23, 77, 18, 24, 9]"
Manisha Malik,male,23B4216,9.24,ES,"[74, 17, 97, 7, 31, 1]"
Maya Sood,male,23B3006,7.37,EE,"[90, 23, 80, 1, 35, 87]"
Rhea Shah,male,23B0715,9.05,EE,"[98, 19, 75, 20, 11, 79]"
Rakesh Malhotra,female,23B0640,7.36,EE,"[95, 1, 79, 9, 17, 37]"
Vishal Kumar,male,23B2151,9.57,EP,"[84, 40, 69, 13, 20, 29]"
Sneha Vyas,male,23B0363,6.29,ES,"[74, 18, 62, 0, 28, 6]"
Sonal Mishra,male,23B0684,8.26,EC,"[92, 32, 76, 20, 12, 96]"
Devansh Tiwari,male,23B0670,8.49,EE,"[80, 38, 79, 14, 21, 1]"
Lata Dasgupta,male,23B2172,7.84,EE,"[99, 37, 90, 14, 5, 85]"
Sanya Kapadia,female,23B2295,7.52,EE,"[82, 40, 99, 5, 11, 85]"
Shruti Sengupta,male,23B0964,7.62,EP,"[85, 22, 76, 1, 5, 27]"
Rohit Sood,female,23B2230,9.3,EE,"[89, 14, 87, 1, 27, 95]"
Ayesha Menon,male,23B1307,8.67,EE,"[96, 34, 81, 12, 27, 83]"
Smita Kumar,male,23B0975,8.07,EE,"[75, 16, 77, 4, 0, 30]"
Vikram Dixit,male,23B2194,8.12,EE,"[98, 19, 69, 4, 17, 87]"
Pooja Shah,male,23B3979,8.71,EP,"[77, 14, 88, 20, 32, 77]"
Vishal Nikam,female,23B0977,6.55,ES,"[89, 3, 79, 16, 3, 45]"
Siddhi Shah,male,23B0725,9.7,EE,"[78, 19, 96, 7, 12, 49]"
Devansh Sengupta,male,23B1038,8.31,EE,"[70, 25, 78, 13, 18, 18]"
Deepak Dasgupta,male,23B3907,8.1,EE,"[76, 23, 72, 9, 10, 87]"
Yash Bhardwaj,male,23B1522,9.04,EE,"[95, 33, 97, 1, 13, 31]"
Amitabh Mehta,female,23B4245,8.23,EP,"[98, 2, 85, 17, 13, 93]"
Akash Banerjee,male,23B0415,6.61,EE,"[82, 13, 89, 1, 23, 28]"
Sonal Trivedi,male,23B0953,9.17,EE,"[76, 26, 68, 6, 11, 47]"
Shruti Shukla,male,23B2215,7.16,EE,"[96, 10, 87, 7, 23, 87]"
Pooja Nair,male,23B1041,6.87,EE,"[84, 22, 63, 10, 25, 19]"
Karan Desai,male,23B2207,8.4,EE,"[76, 38, 74, 6, 18, 52]"
Aarav Vyas,male,23B1851,7.55,EE,"[88, 26, 86, 2, 25, 56]"
Anika Pandey,female,23B1311,8.43,EC,"[92, 16, 96, 16, 10, 99]"
Deepak Kapoor,male,23B0322,7.43,EP,"[76, 2, 99, 1, 27, 100]"
Pallavi Pillai,male,23B0696,9.23,ES,"[87, 5, 74, 12, 13, 25]"
Sanjay Ranganathan,male,23B2245,7.76,EE,"[82, 4, 86, 1, 28, 90]"
Shreya Mishra,male,23B2495,7.43,EE,"[77, 35, 72, 7, 27, 73]"
Nisha Verma,male,23B0633,9.36,EE,"[88, 3, 61, 1, 27, 62]"
Rakesh Mukherjee,female,23B1268,7.7,EE,"[74, 7, 92, 0, 28, 34]"
Devansh Sen,male,23B0039,7.35,EP,"[87, 28, 74, 12, 27, 87]"
Nidhi Chatterjee,male,23B1014,9.77,ES,"[78, 31, 99, 9, 1, 48]"
Mohit Mathur,male,23B4211,9.51,EE,"[91, 26, 61, 13, 6, 7]"
Shruti Patel,male,23B2444,6.68,EE,"[75, 38, 100, 1, 0, 92]"
Meera Yadav,male,23B2257,6.4,EE,"[72, 21, 64, 18, 22, 40]"
Manisha Nair,female,23B3988,9.61,EE,"[89, 0, 92, 0, 5, 31]"
Tara Yadav,male,23B0411,8.17,EP,"[84, 39, 93, 3, 5, 29]"
Abhishek Pillai,male,23B0651,8.26,EC,"[86, 18, 90, 4, 27, 80]"
Rahul Roy,male,23B2243,9.86,ES,"[93, 21, 97, 18, 29, 72]"
Sameer Kapoor,male,23B1821,6.32,EE,"[91, 15, 73, 8, 11, 56]"
Aditi Khandelwal,male,23B2438,6.44,EE,"[73, 3, 90, 12, 0, 59]"
Gaurav Verma,female,23B1830,6.74,EE,"[90, 11, 87, 12, 11, 61]"
Devansh Singhal,male,23B0957,9.36,EP,"[83, 23, 77, 5, 1, 55]"
Abhishek Thakur,female,23B1256,8.13,EE,"[81, 28, 71, 11, 11, 100]"
Nidhi Verma,male,23B1294,8.43,EE,"[93, 7, 86, 3, 1, 53]"
Siddhi Sinha,male,23B0620,6.68,EE,"[97, 33, 72, 20, 4, 78]"
Vikas Shukla,male,23B1303,6.52,EE,"[77, 6, 81, 17, 20, 73]"
Ayesha Kapoor,male,23B1309,6.74,EP,"[94, 19, 93, 15, 26, 8]"
Shruti Bose,male,23B1856,9.45,EC,"[80, 34, 86, 9, 7, 80]"
Rohan Kapoor,female,23B0730,8.53,ES,"[86, 0, 87, 5, 35, 61]"
Kiran Sethi,male,23B2519,7.71,EE,"[91, 11, 88, 2, 20, 25]"
Abhishek Patel,male,23B2248,8.05,EE,"[85, 8, 85, 12, 12, 38]"
Meera Nair,male,23B1310,9.81,EE,"[75, 32, 94, 18, 26, 89]"
Pallavi Roy,male,23B0942,8.44,EP,"[99, 9, 69, 6, 9, 0]"
